auc,accuracy,precision,recall,f1,model,fit_seconds
0.999999729161249,0.9997984683595325,0.9997985871521292,0.9997984683595325,0.9997984826399489,LinearSVC,59.046218395233154
0.9998462312990921,0.9989923417976623,0.9989927242563739,0.9989923417976623,0.998992126923705,LogisticRegression_CV,525.1831212043762
0.9999603182843954,0.9966,0.9966071555843551,0.9966,0.9965972342067522,sklearn_TFIDF_LogReg,3.5406601428985596
0.9996075772196263,0.9946594115276098,0.9946911505225083,0.9946594115276098,0.9946503479046704,LogisticRegression,51.28623962402344
0.3207698835253437,0.9184804514308746,0.918049855306603,0.9184804514308746,0.9181140317684509,NaiveBayes,6.059793710708618
0.978747666893434,0.7199717855703346,0.8035412022262667,0.7199717855703345,0.6473264782416461,RandomForest,1075.0993466377258
